id,soldier_id,company_id,decoration_id,gazetteIssue,gazettePage,gazetteDate,citation,notes,country_id
88,88,10 ARMD DIV PRO COY,4,35840,5666,1942-12-31,"Distinguished Conduct Medal Citation.
North Africa
During the passage of the minefields near El Alamein on the night of 23/24 October 1942, it was the duty of the 10 Armoured Division Provost Company to go on ahead of the armoured troops for the purpose of marking and lighting the tracks along which the Division was to pass.   The task was one of peculiar difficulty and vital for the success of the operation.   The CMP detachments responsible for two out ot the three tracks allotted to the Division, were commanded by officers.   Owing to shortage of officers the detachment responsible for the third track was commanded by a Sergeant.
Before the first enemy minefield was reached the Sergeant and all the rest of the CMP detachment were killed or wounded except L/Cpl Eeles.   At this critical moment L/Cpl Eeles was left alone with the most important part of the task yet to be completed.   Although this track was one into which the enemy concentrated the greater part of his shell and small arms fire, L/Cpl Eeles, with the assistance of two sappers, placed at his disposal by the CRE, completed the marking and lighting of the tracks along its most dangerous and difficult portion.
The coolness and courage with which this NCO took over and completed his task, his initiative and determination, are deserving of the highest praise and reflect the greatest credit on the Corps of Military Police.
Recommended for MM awarded an immediate DCM.  National Archive WO 373/22.",,,
4536,6021,UNKNOWN,52,59316,1220,2010-01-26,S/Sgt G L  Martin AGC (RMP) 25038550/,,,
89,89,Not Known,6,35908,862,1943-02-18,"Egypt.  Citation for BEM:   For consistently good work during the past year in Canal Area, where he has been instrumental in recovering many thousands of poundsworth of WD property and arresting a large number of thieves, including several notorious armed bands of thieves
PM Middle East Forces.   National Archive WO 373/76",,,
90,90,CMP Depot Egypt,2,35908,867,1943-02-18,"Egypt.  Middle East May-Oct 1942.  Citation for MID:  This WO was in charge of the MT at the Depot for three months prior to an officer being allocated on the WE.   With great difficulty owing to the shortage of transport, he was able to pass over 600 men through D. and M. courses during this period.   It is entirely due to this WO that the standard of vehicles of the CMP Depot and Training of the men leaving, is up to such a hight standard as reported on by DPM's and APM's to whom the men have been posted.
Recommended for a periodical MBE, awarded an MID.
Provost Marshal Middle East Forces.   National Archive WO 373/88 Pt4.",,,
91,91,,12,35984,1807,1943-04-16,Commended for brave conduct.   Assisting in the rescue of 9 drowning CMP in Birkenhead Docks on the night of 19/12/42.   See also Mr A Hardy and Mr Jones.,,,
92,92,51 DIV PRO COY,1,36037,2518,1943-06-01,"Military Medal Citation:
North Africa
On the night of 20/21 March 1943 Corporal Bradbury was in charge of policing and lighting for the route for ammunition convoys to the forward gun positions.
At LOBSTER CROSSING where Corporal Bradbury was on duty the enemy directed heavy and accurate fire which on several occasions extinguished the track lights.   With complete disregard for his own safety Corporal Bradbury continued to replace the lamps for over an hour during which time the area was continually under shellfire.   Not only did this action ensure the smooth running of the convoy but by his cool courage Corporal Bradbury was an inspiring example both to the CMP under his command and the drivers in the convoy.
Awarded an immediate MM recommended by Major A Ferguson APM 51 Div.  National Archive WO 373/24.",,,
93,36,,2,36065,2863,1943-06-24,Middle East  1May - 22 Oct 1942.   Rank WOI (RSM),,,
94,94,CMP Depot Egypt,2,36065,2863,1943-06-24,Middle East 1 May-22 Oct 1942.   Number shown as 2694767 in this gazette.,,826,
95,95,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
96,96,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
97,97,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
98,98,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
99,99,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
100,100,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
101,101,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,826,
102,102,50 DIV PRO COY,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
103,103,105 PRO COY,2,36065,2863,1943-06-24,Libya.   Middle East 1 May - 22 Oct 1942.,,,
104,104,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
105,105,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
106,106,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
107,107,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
108,108,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,826,
109,109,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
110,110,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
111,111,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
112,112,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
113,113,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
114,114,,2,36065,2863,1943-06-24,Middle East 1 May - 22 Oct 1942.,,,
115,115,7 ARMD DIV PRO COY,1,36102,3315,1943-07-22,"Military Medal Citation.
Middle East
At WADI BOU REMLI on the night of 16/17 March 1943 Lance Corporal Guthrie was in charge of  a traffic control post and when the attack started his post came under extremely heavy fire.   Showing great coolness and complete disregard of danger this corporal guided and controlled a large amount of transport to its appropriate place.   On completion of his duty he remained behind and still under very heavy fire collected a number of wounded and organised their evacuation.   Throughout the night Lance Corporal Guthrie showed superb courage and organising ability and by staying behind after his duty was completed he undoubtedly saved many lives.
Awarded an immediate MM.   Recommended by the CO 3 Coldstream Guards and the Commander of 201 Guards Brigade, 7 Armd Div.  National Archive WO 373/25.",,,
116,116,56 DIV PRO COY,5,36120,3523,1943-08-05,"Persia & Iraq.   MBE Citation:  This WO laid foundations of and has maintained the present high standard of efficiency and turn out of his Coy.   He has ensured continuity of the Coy's progress during tenure of office of six CO's, and has several times been solely responsible for the Coy in periods between changes of commands.   Since leaving ENGLAND in August, 1942 the Coy has on two occasions been without officers for periods of one week and 10 days respectively.   The WO's work on these occasions was outstanding and the extra responsibility was undertaken with great keenness and ability.   He fully merits the award for which he is recommended.   Maj Gen Comd 56 (Lon) Div,  GOC 10 Army, Comd 21 Indian Corps.  National Archive WO 373/78.",,,
117,117,,2,36120,3526,1943-08-05,Persia & Iraq.,,826,
118,118,7 ARMD DIV PRO COY,1,36138,3724,1943-08-19,"Military Medal Citation.
Middle East
Sergeant Domican was Provost Sergeant of 22 Armoured Brigade during the advance from MEDJEZ-EL-BAB to TUNIS.
In the final operation of 6/7 May it was of the highest importance that the centre line of the Brigade be clearly marked so that the remainder of 7 Armoured Division and in particular the Infantry Brigade coming behind, could advance when ordered on the same axis as 22 Armoured Brigade.
This duty devolved on Sergeant Domican who moved with tactical Brigade HQ in a soft skinned vehicle and superintended the marking of the centre line.   When one of his staff had been wounded Sergeant Domican undertook the actual duty of marking the centre line himself, and although frequently under shellfire he carried out his duty with the utmost skill, intelligence and coolness.
He set a high example of courage and devotion to duty and was an inspiration to everyone.
I recommend him for an immediate award of the MM.
Awarded immediate MM.   Recommended by Brigadier W R N Hinde Commander 22 Armd Brigade.   National Archive WO 373/25.",,,
119,119,227 PRO COY,6,36173,4120,1943-09-16,"Algeria, Tunisia.   Citation for BEM:  This W.O. landed with the first assault troops in this Theatre of War.   At this time he held the rank of Serjeant, and his experienced handling of his Section under difficult conditions in the first few hours of the landing, greatly facilitated the forward passage of the landing troops.   He then moved with his Section to Bone, where apart from carrying out normal Police duties under difficult circumstances, he handled with the small number of men at his disposal many German and Italian prisoners.   He was then promoted W.O. Class II, and posted to his present Company which as well as being responsible for policing of Algiers and surrounding districts acts as a Reception Company for all Provost personnel in this Theatre.   He consquently has large numbers of men consistantly passing through his hand and many difficult situations to deal with.   At all tiems he is an excellent example to the N.C.Os of the Company, and cheerfully works very long hours daily in order to ensure that the highest standards are maintained.
Capt OC (LoC) Pro Coy.   Maj APM.   Chief Admin Officer AFHQ.   National Archive WO 373/71 Pt.1.",,,
